ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field AppendOnly=\"FALSE\" DisplayName=\"Description\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"Description\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Description\" Type=\"Note\" ID=\"{367b983f-4807-460a-a00f-5a10f21e5a41}\" StaticName=\"Description\" />","<Field DisplayName=\"Map Link\" Format=\"Hyperlink\" IsModern=\"TRUE\" Name=\"MapLink\" Title=\"Map Link\" Type=\"URL\" ID=\"{c97a203f-9f83-4c1d-b53d-b808518961f6}\" StaticName=\"MapLink\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" CommaSeparator=\"TRUE\" CustomUnitOnRight=\"TRUE\" DisplayName=\"Active\" Format=\"Dropdown\" Name=\"Active\" Percentage=\"FALSE\" Title=\"Active\" Type=\"Number\" Unit=\"None\" ID=\"{a5481455-68d5-41c9-bd74-835f18fe6f34}\" StaticName=\"Active\"><Default>1</Default></Field>","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"Room Location\" Format=\"Dropdown\" MaxLength=\"255\" Name=\"RoomLocation\" Title=\"Room Location\" Type=\"Text\" ID=\"{ec803bcd-1444-4b88-8255-3992db9e7f58}\" StaticName=\"RoomLocation\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" CustomFormatter=\"{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;flex-wrap&quot;:&quot;wrap&quot;,&quot;display&quot;:&quot;flex&quot;},&quot;children&quot;:[{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;box-sizing&quot;:&quot;border-box&quot;,&quot;padding&quot;:&quot;4px 8px 5px 8px&quot;,&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;display&quot;:&quot;flex&quot;,&quot;border-radius&quot;:&quot;16px&quot;,&quot;height&quot;:&quot;24px&quot;,&quot;align-items&quot;:&quot;center&quot;,&quot;white-space&quot;:&quot;nowrap&quot;,&quot;margin&quot;:&quot;4px 4px 4px 4px&quot;},&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;&quot;]},&quot;&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;Desk&quot;]},&quot;sp-css-backgroundColor-BgCornflowerBlue sp-css-color-CornflowerBlueFont sp-css-color-CornflowerBlueFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;Item&quot;]},&quot;sp-css-backgroundColor-BgMintGreen sp-css-color-MintGreenFont sp-css-color-MintGreenFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;Room&quot;]},&quot;sp-css-backgroundColor-BgGold sp-field-fontSizeSmall sp-css-color-GoldFont sp-css-color-GoldFont&quot;,&quot;sp-field-borderAllRegular sp-field-borderAllSolid sp-css-borderColor-neutralSecondary&quot;]}]}]}]}},&quot;children&quot;:[{&quot;elmType&quot;:&quot;span&quot;,&quot;style&quot;:{&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;padding&quot;:&quot;0 3px&quot;},&quot;txtContent&quot;:&quot;[$Asset]&quot;,&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;&quot;]},&quot;&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;Desk&quot;]},&quot;sp-css-color-CornflowerBlueFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;Item&quot;]},&quot;sp-css-color-MintGreenFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Asset]&quot;,&quot;Room&quot;]},&quot;sp-field-fontSizeSmall sp-css-color-GoldFont&quot;,&quot;&quot;]}]}]}]}}}]}],&quot;templateId&quot;:&quot;BgColorChoicePill&quot;}\" DisplayName=\"Asset\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"Asset\" Title=\"Asset\" Type=\"Choice\" ID=\"{b5a904cd-e1f2-4888-adb3-96c2bdc141e2}\" StaticName=\"Asset\"><CHOICES><CHOICE>Desk</CHOICE><CHOICE>Item</CHOICE><CHOICE>Room</CHOICE></CHOICES></Field>","<Field DisplayName=\"Desk Location\" Format=\"Hyperlink\" IsModern=\"TRUE\" Name=\"DeskLocation\" Title=\"Desk Location\" Type=\"URL\" ID=\"{d1b14213-f1c1-4cb7-b3c9-71afa6b3d518}\" StaticName=\"DeskLocation\" />","<Field DisplayName=\"Capacity\" Format=\"Dropdown\" IsModern=\"TRUE\" MaxLength=\"255\" Name=\"Capacity\" Title=\"Capacity\" Type=\"Text\" ID=\"{9196afcc-65df-4f06-8b1a-a13832012d02}\" StaticName=\"Capacity\" />","<Field CustomFormatter=\"{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;flex-wrap&quot;:&quot;wrap&quot;,&quot;display&quot;:&quot;flex&quot;},&quot;children&quot;:[{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;box-sizing&quot;:&quot;border-box&quot;,&quot;padding&quot;:&quot;4px 8px 5px 8px&quot;,&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;display&quot;:&quot;flex&quot;,&quot;border-radius&quot;:&quot;16px&quot;,&quot;height&quot;:&quot;24px&quot;,&quot;align-items&quot;:&quot;center&quot;,&quot;white-space&quot;:&quot;nowrap&quot;,&quot;margin&quot;:&quot;4px 4px 4px 4px&quot;},&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Choice 1&quot;]},&quot;sp-css-backgroundColor-BgCornflowerBlue sp-field-fontSizeSmall sp-css-color-CornflowerBlueFont sp-css-color-CornflowerBlueFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Choice 2&quot;]},&quot;sp-css-backgroundColor-BgMintGreen sp-field-fontSizeSmall sp-css-color-MintGreenFont sp-css-color-MintGreenFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Choice 3&quot;]},&quot;sp-css-backgroundColor-BgGold sp-field-fontSizeSmall sp-css-color-GoldFont sp-css-color-GoldFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;&quot;]},&quot;&quot;,&quot;sp-field-borderAllRegular sp-field-borderAllSolid sp-css-borderColor-neutralSecondary&quot;]}]}]}]}},&quot;children&quot;:[{&quot;elmType&quot;:&quot;span&quot;,&quot;style&quot;:{&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;padding&quot;:&quot;0 3px&quot;},&quot;txtContent&quot;:&quot;@currentField&quot;,&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Choice 1&quot;]},&quot;sp-field-fontSizeSmall sp-css-color-CornflowerBlueFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Choice 2&quot;]},&quot;sp-field-fontSizeSmall sp-css-color-MintGreenFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Choice 3&quot;]},&quot;sp-field-fontSizeSmall sp-css-color-GoldFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;&quot;]},&quot;&quot;,&quot;&quot;]}]}]}]}}}]}],&quot;templateId&quot;:&quot;BgColorChoicePill&quot;}\" DisplayName=\"Division\" FillInChoice=\"FALSE\" Format=\"Dropdown\" IsModern=\"TRUE\" Name=\"Division\" Title=\"Division\" Type=\"Choice\" ID=\"{730bbf32-436c-4aed-82a5-ec5f06af6b74}\" StaticName=\"Division\"><CHOICES><CHOICE>Choice 1</CHOICE><CHOICE>Choice 2</CHOICE><CHOICE>Choice 3</CHOICE></CHOICES></Field>","<Field DisplayName=\"POC\" Format=\"Dropdown\" IsModern=\"TRUE\" List=\"UserInfo\" Name=\"POC\" Title=\"POC\" Type=\"User\" UserSelectionMode=\"0\" UserSelectionScope=\"0\" ID=\"{a3465405-bd7c-4c35-b0ab-d7c0c72e6adc}\" StaticName=\"POC\" />","<Field DisplayName=\"VTel\" Format=\"Hyperlink\" IsModern=\"TRUE\" Name=\"VTel\" Title=\"VTel\" Type=\"URL\" ID=\"{19fec8c1-b53c-4f56-a44f-2abb1aae979b}\" StaticName=\"VTel\" />","<Field DisplayName=\"Projector/TV\" Format=\"Hyperlink\" IsModern=\"TRUE\" Name=\"Projector_x002f_TV\" Title=\"Projector/TV\" Type=\"URL\" ID=\"{40bd9010-ee13-4194-97ad-ae1c028a4a96}\" StaticName=\"Projector_x002f_TV\" />","<Field DisplayName=\"Smart Board\" Format=\"Hyperlink\" IsModern=\"TRUE\" Name=\"SmartBoard\" Title=\"Smart Board\" Type=\"URL\" ID=\"{c33e0620-ea6b-4e29-8d99-57997a06ec9c}\" StaticName=\"SmartBoard\" />","<Field DisplayName=\"SecondPOC\" Format=\"Dropdown\" IsModern=\"TRUE\" List=\"UserInfo\" Name=\"SecondPOC\" Title=\"SecondPOC\" Type=\"User\" UserSelectionMode=\"0\" UserSelectionScope=\"0\" ID=\"{052fa54f-a58d-4864-a973-984d7e04aeb5}\" StaticName=\"SecondPOC\" />","<Field DisplayName=\"Floor\" Format=\"Dropdown\" IsModern=\"TRUE\" MaxLength=\"255\" Name=\"Floor\" Title=\"Floor\" Type=\"Text\" ID=\"{c7c2f8b6-3c52-4ec3-9c3a-7c2833bc1ec2}\" StaticName=\"Floor\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"RoomPicture\" Format=\"Hyperlink\" Name=\"RoomLocation0\" Title=\"RoomPicture\" Type=\"URL\" ID=\"{8b6bafd6-63ad-47b4-9a90-932236d8f599}\" StaticName=\"RoomLocation0\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Title\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Description","Map Link","Active","Room Location","Asset","Desk Location","Capacity","RoomPicture","Division","POC","VTel","Projector/TV","Smart Board","SecondPOC","Floor","Created By"
"Bldg. 8, RM105",,,"1","Bldg. 8, RM105","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 1",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 2",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 3",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 4",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 5",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 6",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 7",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 8",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 9",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 10",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 11",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 12",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 13",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 14",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 15",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 8, RM105, Desk 16",,,"1","Bldg. 8, RM105","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25",,,"1","Bldg. 39, RM25","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 1 ",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317",,,"1","Bldg. 2, RM1317","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 1 ",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 2",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 3",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 4",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 5",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 1 ",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104",,,"1","Bldg. 6, RM104","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 2",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 3",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 4",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 5",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 6",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 7",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 8",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 9",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 10",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 11",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 6, RM104, Desk 12",,,"1","Bldg. 6, RM104","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 6",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 7",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 8",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1317, Desk 9",,,"1","Bldg. 2, RM1317","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124",,,"1","Bldg. 9, RM124","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 1 ",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 2",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 3",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 4",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 5",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 6",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 7",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 8",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 9",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 10",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 11",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 9, RM124, Desk 12",,,"1","Bldg. 9, RM124","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 2",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 3",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 4",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 5",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 6",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 7",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 8",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 39, RM25, Desk 9",,,"1","Bldg. 39, RM25","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417",,,"1","Bldg. 2, RM1417","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 1 ",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 2",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 3",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 4",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 5",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 6",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 7",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 8",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Bldg. 2, RM1417, Desk 9",,,"1","Bldg. 2, RM1417","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Lansing CBOC, RM110",,,"1","Lansing CBOC, RM110","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Lansing CBOC, RM110, Desk 1",,,"1","Lansing CBOC, RM110","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Lansing CBOC, RM110, Desk 2",,,"1","Lansing CBOC, RM110","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Lansing CBOC, RM110, Desk 3",,,"1","Lansing CBOC, RM110","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Lansing CBOC, RM110, Desk 4",,,"1","Lansing CBOC, RM110","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118",,,"1","Benton Harbor CBOC, RM118","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 1",,,"1","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 2",,,"1","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 3",,,"1","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 4",,,"0","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 5",,,"0","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 6",,,"0","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 7",,,"0","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Benton Harbor CBOC, RM118, Desk 8",,,"0","Benton Harbor CBOC, RM118","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103",,,"1","Wyoming CBOC, RM1M103","Room",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 1",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 2",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 3",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 4",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 5",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 6",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 7",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 8",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 9",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 10",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 11",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
"Wyoming CBOC, RM1M103, Desk 12",,,"1","Wyoming CBOC, RM1M103","Desk",,,,,,,,,,,"Hiram.Zayas@va.gov"
